TRACE: [Apr 22 2023 | 17:27:18] Starting the server
TRACE: [Apr 22 2023 | 17:30:13] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Request was received
TRACE: [Apr 22 2023 | 17:30:13] {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:30:13] ID
TRACE: [Apr 22 2023 | 17:30:13] 1
TRACE: [Apr 22 2023 | 17:30:13] Building message array
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Sending response
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Request was received
TRACE: [Apr 22 2023 | 17:30:13] {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:30:13] ID
TRACE: [Apr 22 2023 | 17:30:13] 1
TRACE: [Apr 22 2023 | 17:30:13] Building message array
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Sending response
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Request was received
TRACE: [Apr 22 2023 | 17:30:13] {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:30:13] ID
TRACE: [Apr 22 2023 | 17:30:13] 1
TRACE: [Apr 22 2023 | 17:30:13] Building message array
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Sending response
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Request was received
TRACE: [Apr 22 2023 | 17:30:13] {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:30:13] ID
TRACE: [Apr 22 2023 | 17:30:13] 1
TRACE: [Apr 22 2023 | 17:30:13] Building message array
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Sending response
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Request was received
TRACE: [Apr 22 2023 | 17:30:13] {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:30:13] ID
TRACE: [Apr 22 2023 | 17:30:13] 1
TRACE: [Apr 22 2023 | 17:30:13] Building message array
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Sending response
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Request was received: {"rtype":9,"chat_id":1,"id":48}
TRACE: [Apr 22 2023 | 17:30:13] Request was received
TRACE: [Apr 22 2023 | 17:30:13] {"rtype":9,"chat_id":1,"id":48}
TRACE: [Apr 22 2023 | 17:30:13] Handling delete message request
TRACE: [Apr 22 2023 | 17:30:13] SQL request was executed
TRACE: [Apr 22 2023 | 17:30:13] Sending response
TRACE: [Apr 22 2023 | 17:30:13] {"rtype":14}
TRACE: [Apr 22 2023 | 17:30:13] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Request was received
TRACE: [Apr 22 2023 | 17:30:13] {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:30:13] ID
TRACE: [Apr 22 2023 | 17:30:13] 1
TRACE: [Apr 22 2023 | 17:30:13] Building message array
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[{"msg_id":48}],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Sending response
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[{"msg_id":48}],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Request was received
TRACE: [Apr 22 2023 | 17:30:13] {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:30:13] ID
TRACE: [Apr 22 2023 | 17:30:13] 1
TRACE: [Apr 22 2023 | 17:30:13] Building message array
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Sending response
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Request was received
TRACE: [Apr 22 2023 | 17:30:13] {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:30:13] ID
TRACE: [Apr 22 2023 | 17:30:13] 1
TRACE: [Apr 22 2023 | 17:30:13] Building message array
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Sending response
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Request was received
TRACE: [Apr 22 2023 | 17:30:13] {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:30:13] ID
TRACE: [Apr 22 2023 | 17:30:13] 1
TRACE: [Apr 22 2023 | 17:30:13] Building message array
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Sending response
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Request was received
TRACE: [Apr 22 2023 | 17:30:13] {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:30:13] ID
TRACE: [Apr 22 2023 | 17:30:13] 1
TRACE: [Apr 22 2023 | 17:30:13] Building message array
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Sending response
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Request was received
TRACE: [Apr 22 2023 | 17:30:13] {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:30:13] ID
TRACE: [Apr 22 2023 | 17:30:13] 1
TRACE: [Apr 22 2023 | 17:30:13] Building message array
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Sending response
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Request was received
TRACE: [Apr 22 2023 | 17:30:13] {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:30:13] ID
TRACE: [Apr 22 2023 | 17:30:13] 1
TRACE: [Apr 22 2023 | 17:30:13] Building message array
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Sending response
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Request was received
TRACE: [Apr 22 2023 | 17:30:13] {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:30:13] ID
TRACE: [Apr 22 2023 | 17:30:13] 1
TRACE: [Apr 22 2023 | 17:30:13] Building message array
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Sending response
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Request was received
TRACE: [Apr 22 2023 | 17:30:13] {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:30:13] ID
TRACE: [Apr 22 2023 | 17:30:13] 1
TRACE: [Apr 22 2023 | 17:30:13] Building message array
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Sending response
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Request was received
TRACE: [Apr 22 2023 | 17:30:13] {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:30:13] ID
TRACE: [Apr 22 2023 | 17:30:13] 1
TRACE: [Apr 22 2023 | 17:30:13] Building message array
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Sending response
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Request was received
TRACE: [Apr 22 2023 | 17:30:13] {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:30:13] ID
TRACE: [Apr 22 2023 | 17:30:13] 1
TRACE: [Apr 22 2023 | 17:30:13] Building message array
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Sending response
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Request was received
TRACE: [Apr 22 2023 | 17:30:13] {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:30:13] ID
TRACE: [Apr 22 2023 | 17:30:13] 1
TRACE: [Apr 22 2023 | 17:30:13] Building message array
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Sending response
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Request was received
TRACE: [Apr 22 2023 | 17:30:13] {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:30:13] ID
TRACE: [Apr 22 2023 | 17:30:13] 1
TRACE: [Apr 22 2023 | 17:30:13] Building message array
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Sending response
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Request was received
TRACE: [Apr 22 2023 | 17:30:13] {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:30:13] ID
TRACE: [Apr 22 2023 | 17:30:13] 1
TRACE: [Apr 22 2023 | 17:30:13] Building message array
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Sending response
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Request was received
TRACE: [Apr 22 2023 | 17:30:13] {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:30:13] ID
TRACE: [Apr 22 2023 | 17:30:13] 1
TRACE: [Apr 22 2023 | 17:30:13] Building message array
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Sending response
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Request was received
TRACE: [Apr 22 2023 | 17:30:13] {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:30:13] ID
TRACE: [Apr 22 2023 | 17:30:13] 1
TRACE: [Apr 22 2023 | 17:30:13] Building message array
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Sending response
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Request was received
TRACE: [Apr 22 2023 | 17:30:13] {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:30:13] ID
TRACE: [Apr 22 2023 | 17:30:13] 1
TRACE: [Apr 22 2023 | 17:30:13] Building message array
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Sending response
TRACE: [Apr 22 2023 | 17:30:13] {"messages":[{"id":53,"from_id":1,"sending_date":22042023,"sending_time":1532,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:30:13] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
TRACE: [Apr 22 2023 | 17:30:13] Request was received
TRACE: [Apr 22 2023 | 17:30:13] {"rtype":8,"room_id":1,"mode":2,"start_id":53,"count":10000}
